iter	Logloss
205	0.0743266695
206	0.07397228873
207	0.07355374664
208	0.0728471149
209	0.07217461255
210	0.07169733776
211	0.07153846389
212	0.07151876526
213	0.07150383641
214	0.07095651619
215	0.07066550446
216	0.07033463978
217	0.06993082103
218	0.06936647978
219	0.06883688019
220	0.06768802727
221	0.06698545403
222	0.06638683532
223	0.06575282331
224	0.06545257412
225	0.06528679712
226	0.06527091715
227	0.06471362474
228	0.06436235155
229	0.06397971377
230	0.06346707554
231	0.06265358637
232	0.06209333276
233	0.06164024706
234	0.06147106703
235	0.06087508877
236	0.06047090597
237	0.06009984434
238	0.05994061119
239	0.05972757342
240	0.05908442494
241	0.05891667731
242	0.05870495882
243	0.05825039573
244	0.0577682298
245	0.05750877103
246	0.05696990203
247	0.0566405153
248	0.05615792581
249	0.05579941816
250	0.0555444856
251	0.05524606135
252	0.055019103
253	0.05487073072
254	0.05478032334
255	0.05407362988
256	0.05403708583
257	0.05343187243
258	0.05305968791
259	0.05286517505
260	0.05274596634
261	0.05235079963
262	0.0520633679
263	0.0517672485
264	0.05159838884
265	0.05149957073
266	0.0512594199
267	0.05110448291
268	0.05083122295
269	0.05033721315
270	0.05021618251
271	0.04991497142
272	0.04975419771
273	0.04921795924
274	0.04886185141
275	0.0487168841
276	0.04851161759
277	0.04809988483
278	0.0478042409
279	0.04750091386
280	0.04710219345
281	0.04689370738
282	0.04678968087
283	0.04663586436
284	0.04652215557
285	0.04627656018
286	0.04615753909
287	0.04580684423
288	0.04558724171
289	0.04529626762
290	0.04523875292
291	0.04509440421
292	0.04496620848
293	0.04465748734
294	0.04435358794
295	0.04413380705
296	0.0439181742
297	0.04361333247
298	0.04336309243
299	0.04335631524
300	0.04299234153
301	0.04290620209
302	0.04274812473
303	0.0426197656
304	0.04245073087
305	0.04217814431
306	0.04199220366
307	0.04187353817
308	0.04172875659
309	0.04140924062
310	0.04118427102
311	0.04109071046
312	0.04099587917
313	0.04094477528
314	0.04088495791
315	0.04067729405
316	0.04049439003
317	0.04024505086
318	0.03994415302
319	0.03959450729
320	0.03942513963
321	0.03934128651
322	0.03928203884
323	0.03921244888
324	0.03905949177
325	0.0389075778
326	0.03851062517
327	0.03843986708
328	0.03837787242
329	0.03833837817
330	0.03822315639
331	0.03806065815
332	0.03788846767
333	0.03772461031
334	0.03767097267
335	0.03747693998
336	0.03733778165
337	0.03705654544
338	0.03695434914
339	0.03670220287
340	0.03655964245
341	0.03615996556
342	0.03615384772
343	0.03584597174
344	0.03566294817
345	0.03551611618
346	0.03529399521
347	0.03513549475
348	0.03512920961
349	0.03501694185
350	0.03471244753
351	0.03456013577
352	0.03441102009
353	0.03426677281
354	0.03416066225
355	0.03415031119
356	0.03399726863
357	0.03391919411
358	0.0337842863
359	0.0337296208
360	0.03369315661
361	0.03365529071
362	0.03345388956
363	0.03334306102
364	0.03314743064
365	0.03292448103
366	0.03266465399
367	0.03255449254
368	0.03247128274
369	0.03236922911
370	0.03208972156
371	0.03208551669
372	0.0319101215
373	0.03176517658
374	0.0316971827
375	0.03159805686
376	0.03151506637
377	0.03123582305
378	0.03114782811
379	0.0310895768
380	0.03104379505
381	0.03093335786
382	0.03080279987
383	0.03075585854
384	0.03072461109
385	0.03066376189
386	0.03050955252
387	0.03050502707
388	0.03043905383
389	0.03039447188
390	0.03016358536
391	0.02997815189
392	0.02988619068
393	0.02978290308
394	0.02967520693
395	0.02965520904
396	0.02965098064
397	0.02956881625
398	0.02948441105
399	0.02932596543
400	0.02921794208
401	0.02912598863
402	0.02912218495
403	0.02910290745
404	0.02904177236
405	0.02900864035
406	0.02900481697
407	0.02898684407
408	0.02893849078
409	0.0288683335
410	0.02873322168
411	0.02870889908
412	0.02866586634
413	0.02857220795
414	0.02851976507
415	0.0284908098
416	0.02839646346
417	0.02832468501
418	0.028182665
419	0.0281423815
420	0.02813370333
421	0.0280506152
422	0.02803982795
423	0.02797812003
424	0.02794451348
425	0.02786154573
426	0.02772641503
427	0.0277232688
428	0.02766556383
429	0.02756686508
430	0.02756097505
431	0.02750543257
432	0.02741094142
433	0.02732267574
434	0.02721707405
435	0.02705625583
436	0.02702836163
437	0.02689087383
438	0.02680765239
439	0.02680245305
440	0.0265656623
441	0.02649071026
442	0.02645483919
443	0.02631910648
444	0.0261904984
445	0.02606967678
446	0.02603745874
447	0.02587026429
448	0.0258273064
449	0.02572116895
450	0.0255778551
451	0.02551163963
452	0.02545164463
453	0.02544909548
454	0.0253054462
455	0.0253013295
456	0.02510638187
457	0.02498084699
458	0.0249461859
459	0.0249440944
460	0.02479182312
461	0.02466098464
462	0.02452133626
463	0.02442364404
464	0.02434232479
465	0.02433821285
466	0.02422035108
467	0.02413583629
468	0.02403611333
469	0.02403399058
470	0.02400249338
471	0.02386527683
472	0.02374598268
473	0.02368810028
474	0.02362696041
475	0.02352600066
476	0.02345795994
477	0.0232802853
478	0.02321654929
479	0.0231400142
480	0.02307519776
481	0.02290163554
482	0.02283766185
483	0.02273320291
484	0.02270590073
485	0.02266539324
486	0.02260638642
487	0.02257277415
488	0.02255048943
489	0.02250572223
490	0.02247243756
491	0.02247234212
492	0.0224456772
493	0.02244178371
494	0.0223385513
495	0.0222705531
496	0.02221718965
497	0.02212268514
498	0.02200582149
499	0.02197583288
500	0.02195441784
501	0.02194196507
502	0.02194192768
503	0.02191138289
504	0.02182669792
505	0.02182420089
506	0.02179910969
507	0.02174889414
508	0.02173062568
509	0.02170562368
510	0.02156116465
511	0.02146375347
512	0.0214178359
513	0.02137908517
514	0.0213001943
515	0.0211902968
516	0.02116744782
517	0.02112898223
518	0.02112670131
519	0.02111213276
520	0.02106136065
521	0.02105055183
522	0.02096036959
523	0.02094388747
524	0.02084424097
525	0.02076090376
526	0.02071911199
527	0.02059984615
528	0.02056987708
529	0.02054367456
530	0.02054185086
531	0.0205104565
532	0.0204522505
533	0.02037572595
534	0.02037564917
535	0.02033033246
536	0.02024279853
537	0.02018521901
538	0.02015446017
539	0.02008082319
540	0.02004960432
541	0.02001772034
542	0.01994668142
543	0.01994221626
544	0.01984134924
545	0.01974857071
546	0.01968552629
547	0.01960608364
548	0.01958920811
549	0.0195730205
550	0.01954670515
551	0.01946452654
552	0.01943746537
553	0.01938340119
554	0.01934145897
555	0.01931447332
556	0.0192465558
557	0.01920886859
558	0.01916344088
559	0.01909236796
560	0.01905845293
561	0.01895942246
562	0.01891878346
563	0.01885470139
564	0.01884299016
565	0.01876780088
566	0.01870831093
567	0.01864203196
568	0.01860052412
569	0.01854185147
570	0.01854181493
571	0.01849319486
572	0.0184344639
573	0.01837913533
574	0.01832590094
575	0.01820916161
576	0.01820052852
577	0.01815327468
578	0.01802611954
579	0.01798533068
580	0.01796478947
581	0.01789174452
582	0.01785370266
583	0.01778061938
584	0.01770677202
585	0.01757861447
586	0.01756047001
587	0.01755845558
588	0.01753616686
589	0.01748461154
590	0.01744538815
591	0.01739085669
592	0.01737995513
593	0.01734269098
594	0.01733526387
595	0.01729178259
596	0.0172310889
597	0.01718891103
598	0.01713915776
599	0.01709077726
600	0.0170905459
601	0.01702788024
602	0.01699154042
603	0.01697717157
604	0.01696781454
605	0.0169280345
606	0.01689745784
607	0.01686379948
608	0.01684706726
609	0.01682476491
610	0.0167665357
611	0.0167615349
612	0.01672928561
613	0.01662573933
614	0.01657607745
615	0.01654522608
616	0.01648655854
617	0.01645859191
618	0.01640686386
619	0.01632202299
620	0.01627010587
621	0.01622882129
622	0.01620394598
623	0.01620103192
624	0.01619503676
625	0.0161291859
626	0.01611123781
627	0.01608597884
628	0.01606851509
629	0.01606841658
630	0.01602639307
631	0.01602024097
632	0.01602019908
633	0.01602020502
634	0.01601345857
635	0.01597504865
636	0.01594146406
637	0.01590108589
638	0.0158435859
639	0.01584354932
640	0.01584146095
641	0.01584009734
642	0.01582139401
643	0.0157750133
644	0.01575556076
645	0.01575460154
646	0.01575459222
647	0.01571789973
648	0.01567658915
649	0.01563773823
650	0.01560692797
651	0.01552717407
652	0.01551373283
653	0.01548568159
654	0.01548552454
655	0.01548439593
656	0.01542319225
657	0.01542305192
658	0.015398533
659	0.0153783159
660	0.01534800763
661	0.0153479455
662	0.01532082602
663	0.01529791431
664	0.0152818453
665	0.01527439532
666	0.01525856541
667	0.01525260218
668	0.01521118373
669	0.01521069808
670	0.0151815549
671	0.01516244636
672	0.0151258931
673	0.01511912028
674	0.01506560169
675	0.01506230562
676	0.01506227336
677	0.01499941288
678	0.01497902381
679	0.01493229717
680	0.01480924643
681	0.01479558695
682	0.01479498451
683	0.0147685739
684	0.01476853007
685	0.0147303678
686	0.01468105626
687	0.01467387198
688	0.01467385387
689	0.01466948845
690	0.01465967155
691	0.01465687925
692	0.01465531734
693	0.01463440555
694	0.01459682188
695	0.01459526813
696	0.01453563062
697	0.01452155036
698	0.01452156006
699	0.01452142626
