iter	Passed	Remaining
0	5	5034
1	12	6316
2	14	4938
3	15	3957
4	16	3358
5	17	2965
6	19	2716
7	20	2498
8	21	2333
9	22	2275
10	24	2163
11	25	2058
12	26	1974
13	26	1900
14	27	1838
15	30	1852
16	31	1802
17	32	1756
18	33	1713
19	34	1672
20	35	1638
21	36	1606
22	37	1604
23	38	1584
24	39	1558
25	41	1541
26	42	1517
27	43	1494
28	44	1498
29	46	1511
30	48	1501
31	49	1482
32	50	1467
