iter	MultiClass
229	0.6015465706
230	0.6013360082
231	0.6013088333
232	0.6012847543
233	0.6008569371
234	0.6004876521
235	0.6004462178
236	0.6004315604
237	0.6001261353
238	0.5999101584
239	0.5998129788
240	0.5993989231
241	0.5993246723
242	0.599186203
243	0.5986322775
244	0.5985870745
245	0.5985530315
246	0.5981872164
247	0.598172613
248	0.5979181427
249	0.597543407
250	0.5974414569
251	0.597337308
252	0.5972015468
253	0.596685826
254	0.5966444279
255	0.5964048129
256	0.5961935867
257	0.5960187336
258	0.5957245806
259	0.5956445909
260	0.5954946638
261	0.5949898786
262	0.5947184594
263	0.5946723458
264	0.5944800504
265	0.5943670171
266	0.5940420829
267	0.5939729267
268	0.5938866504
269	0.5937608964
270	0.5937097163
271	0.5935203424
272	0.5934867791
273	0.5933925309
274	0.5933667369
275	0.5927923166
276	0.5926237552
277	0.5925861937
278	0.59242106
279	0.5923935434
280	0.5920835973
281	0.5919063833
282	0.5918681371
283	0.5915644253
284	0.5914505671
285	0.5912665063
286	0.5906671266
287	0.5903480971
288	0.5901899918
289	0.5899970069
290	0.5899337715
291	0.5899133907
292	0.5896026931
293	0.5894272512
294	0.5892925618
295	0.5890865026
296	0.5890044968
297	0.5888866595
298	0.5887813873
299	0.5887484894
300	0.5887377315
301	0.5886633187
302	0.5884114922
303	0.5883178735
304	0.5881102163
305	0.58798873
306	0.5876829154
307	0.5875626494
308	0.5875387319
309	0.5873615293
310	0.5871963838
311	0.5869183343
312	0.5868371599
313	0.586754441
314	0.5867181393
315	0.5866904677
316	0.5865919886
317	0.5863774343
318	0.586348842
319	0.5860476556
320	0.5860227084
321	0.5857931253
322	0.5856472482
323	0.5855566721
324	0.5852167638
325	0.5850181819
326	0.5848690523
327	0.58459457
328	0.5844074132
329	0.5843425962
330	0.5842953531
331	0.5840035094
332	0.5838933668
333	0.5838791733
334	0.58353761
335	0.5834741365
336	0.5834501843
337	0.5833197198
338	0.5832070546
339	0.5830670894
340	0.5829964399
341	0.5829521251
342	0.5826005102
343	0.5825565516
344	0.5824319651
345	0.5818613177
346	0.5817352127
347	0.5815338281
348	0.5815091299
349	0.5814805096
350	0.581336696
351	0.5812522073
352	0.5812187344
353	0.5811405374
354	0.5809646647
355	0.5809424486
356	0.5809300985
357	0.5805235904
358	0.580489987
359	0.5801912361
360	0.5801245055
361	0.5798280361
362	0.579800589
363	0.5796955021
364	0.5796533246
365	0.5794247805
366	0.5793558067
367	0.5790957667
368	0.5788904716
369	0.5786586826
370	0.578622903
371	0.5782735818
372	0.5780661197
373	0.5779864209
374	0.5779655102
375	0.5775927857
376	0.5774106291
377	0.5771577927
378	0.5769323015
379	0.5767040344
380	0.5766939573
381	0.5766287632
382	0.5765841178
383	0.576378321
384	0.5762332294
385	0.5760154297
386	0.5759481715
387	0.5757708781
388	0.5755955056
389	0.5755270329
390	0.5754879996
391	0.5754377083
392	0.5753791369
393	0.5752268551
394	0.5750145086
395	0.5748306293
396	0.5748051519
397	0.5747246129
398	0.5746179926
399	0.5745415849
400	0.5742975622
401	0.5741125051
402	0.5739273995
403	0.573591657
404	0.5734434756
405	0.5734303516
406	0.5732875669
407	0.5731136198
408	0.5729613108
409	0.5726416092
410	0.5725951304
411	0.5723638503
412	0.5723512136
413	0.5722430177
414	0.5722330278
415	0.5722209861
416	0.5719059109
417	0.5717321356
418	0.5717130512
419	0.5716781355
420	0.5711852823
421	0.5710627061
422	0.5709812215
423	0.5705362117
424	0.5704626775
425	0.5701862252
426	0.5701712573
427	0.5699554535
428	0.5699268677
429	0.5696252676
430	0.5695879935
431	0.5693507592
432	0.5691728679
433	0.569066184
434	0.5690071018
435	0.5688670195
436	0.568824305
437	0.568601272
438	0.5685482385
439	0.5685068865
440	0.5683586626
441	0.5683482112
442	0.5681997636
443	0.5680111615
444	0.5679591581
445	0.5678928844
446	0.5676332772
447	0.5675833391
448	0.5675537386
449	0.5675281656
450	0.5674725259
451	0.5673481901
452	0.5673088055
453	0.5672490654
454	0.5672320227
455	0.5671394801
456	0.5668112987
457	0.5666396667
458	0.566622867
459	0.5664532953
460	0.5664434487
461	0.5664038884
462	0.5662879059
463	0.5660511699
464	0.5657109579
465	0.5656472667
466	0.5653694172
467	0.5653063146
468	0.564997133
469	0.5648526144
470	0.5646264844
471	0.564273058
472	0.5642405901
473	0.5642325509
474	0.5638572523
475	0.5636955208
476	0.5636863934
477	0.5633466085
478	0.5631927279
479	0.5631177143
480	0.562975861
481	0.5629530864
482	0.5623742815
483	0.5623236469
484	0.5622434252
485	0.5621110971
486	0.5620448145
487	0.561988916
488	0.5619065123
489	0.5618796076
490	0.5617382357
491	0.5617202307
492	0.5617083863
493	0.5615798567
494	0.5612846304
495	0.5611865447
496	0.560998575
497	0.5608888187
498	0.5608815072
499	0.5607975523
500	0.560732204
501	0.560692757
502	0.5606773743
503	0.5604111364
504	0.5603388157
505	0.5601370113
506	0.5599569171
507	0.5598855043
508	0.5598115014
509	0.5597673425
510	0.5596861638
511	0.5596334844
512	0.5595331771
513	0.5593920879
514	0.5592487726
515	0.5591033397
516	0.559082517
517	0.5589381294
518	0.5588442234
519	0.5586687685
520	0.5585998639
521	0.5585647873
522	0.5585115874
523	0.5584966852
524	0.5583565605
525	0.5581658837
526	0.5580259925
527	0.5579460684
528	0.5578738843
529	0.5577181021
530	0.5575211477
531	0.5572805519
532	0.5568710431
533	0.5567356567
534	0.5566921506
535	0.5565509738
536	0.5562169743
537	0.5559964676
538	0.5558694847
539	0.5556417057
540	0.5555170889
541	0.5554130757
542	0.5552498419
543	0.5552194954
544	0.5551840048
545	0.5550926922
546	0.5549243872
547	0.5548520951
548	0.5548358922
549	0.5548022953
550	0.5546492816
551	0.5545385601
552	0.5545275064
553	0.5544759801
554	0.5542361164
555	0.5540433642
556	0.5538829947
557	0.5538022777
558	0.5537360777
559	0.5535803122
560	0.5532637572
561	0.5530412204
562	0.5529985191
563	0.5529666176
564	0.5528730444
565	0.5528113929
566	0.552700436
567	0.5525231641
568	0.5524610958
569	0.5522562939
570	0.5519704185
571	0.5518986776
572	0.5518526112
573	0.5516305513
574	0.5514867205
575	0.551425054
576	0.5513788679
577	0.551250893
578	0.550987334
579	0.550847664
580	0.5507004745
581	0.5505960763
582	0.5503723844
583	0.550285732
584	0.5502390481
585	0.5501118997
586	0.5498809213
587	0.5498418061
588	0.5496817248
589	0.5495919268
590	0.549349301
591	0.5493181437
592	0.5492494899
593	0.5490569562
594	0.5487551806
595	0.5485813631
596	0.5485285811
597	0.5484245922
598	0.5480789935
599	0.5480701434
600	0.5479133134
601	0.5477403535
602	0.5477249021
603	0.5477124985
604	0.5476510865
605	0.5476097036
606	0.5474990081
607	0.5473521478
608	0.5472755877
609	0.5472317246
610	0.5471312559
611	0.5467903085
612	0.5467365877
613	0.5466991084
614	0.5465924141
615	0.5464812099
616	0.5464703677
617	0.5464537393
618	0.5463847967
619	0.5463311908
620	0.5461995293
621	0.5461783096
622	0.546121305
623	0.5460552501
624	0.5460257441
625	0.5458145174
626	0.5458094103
627	0.5458013909
628	0.5455027453
629	0.5453501483
630	0.5452979117
631	0.5449446761
632	0.5447325549
633	0.5445228058
634	0.5445169915
635	0.5442723657
636	0.5441787888
637	0.5440382007
638	0.5439228322
639	0.5439166427
640	0.5438298196
641	0.5435318086
642	0.5434840908
643	0.5434662769
644	0.5433975295
645	0.5432726895
646	0.5432599603
647	0.5430644371
648	0.5429579468
649	0.5429390863
650	0.5428029163
651	0.5427094077
652	0.5425857862
653	0.5425327846
654	0.5424548387
655	0.5423240589
656	0.5422770563
657	0.5420894549
658	0.5419802273
659	0.5419654651
660	0.5417727546
661	0.5417599736
662	0.5417202615
663	0.5417097044
664	0.5415459929
665	0.5413895883
666	0.5413232342
667	0.5412995408
668	0.5412755345
669	0.5412518841
670	0.5411884906
671	0.5410987196
672	0.5410132186
673	0.541008669
674	0.5409211417
675	0.540859405
676	0.5406411745
677	0.5405820799
678	0.5404002731
679	0.5402878487
680	0.5401970104
681	0.5401012994
682	0.5398816836
683	0.5396842362
684	0.5396036992
685	0.5395949614
686	0.5394395892
687	0.5393477947
688	0.5391226946
689	0.538872163
690	0.538780622
691	0.5386375971
692	0.538554364
693	0.5384237846
694	0.5383701151
695	0.5381746768
696	0.5380461929
697	0.5377492911
698	0.5377213891
699	0.5375858129
700	0.5374880202
701	0.5371250345
702	0.5370968433
703	0.5369708152
704	0.5368133518
705	0.5367394665
706	0.5365973953
707	0.5365724104
708	0.5363862838
709	0.5363159916
710	0.5362918342
711	0.5362819
712	0.536196287
713	0.5360594359
714	0.5359658236
715	0.5358596
716	0.5357853904
717	0.5357080287
718	0.535674515
719	0.5354458682
720	0.5353942658
721	0.5352377415
722	0.5349687913
723	0.5349488331
724	0.5349178208
725	0.5348158574
726	0.5343932416
727	0.5343871442
728	0.5343546989
729	0.5341796205
730	0.533867407
731	0.5338234165
732	0.5338115013
733	0.5337737288
734	0.53372446
735	0.5335145824
736	0.5334573264
737	0.533326485
738	0.5332451387
739	0.5329661977
740	0.53262833
741	0.5325787265
742	0.532400845
743	0.5323647962
744	0.5322093458
745	0.5320894193
746	0.5319884688
747	0.5318283183
748	0.5317664769
749	0.5316832408
750	0.5316073429
751	0.5312186633
752	0.5309559017
753	0.5309074375
754	0.5308303106
755	0.5307417742
756	0.5306328133
757	0.5305780263
758	0.5303891259
759	0.5303118806
760	0.5301751529
761	0.5300900386
762	0.5297733429
763	0.5295615977
764	0.5293552889
765	0.5291394386
766	0.5289923429
767	0.5286955078
768	0.5285179188
769	0.5283846141
770	0.5282827286
771	0.5282081383
772	0.5281717278
773	0.5279912883
774	0.5278730914
775	0.5278534822
776	0.5277985533
777	0.5276419188
778	0.5276361585
779	0.5275527282
780	0.5273783347
781	0.5273663009
782	0.5272662093
783	0.5272173644
784	0.5269963572
785	0.5269683416
786	0.526835682
787	0.526800746
788	0.5267510583
789	0.5266154177
790	0.5264988525
791	0.526374578
792	0.5263637994
793	0.526336689
794	0.5260276631
795	0.5260130411
796	0.5259766237
797	0.5259706412
798	0.5258525122
799	0.5257807913
800	0.5256573279
801	0.5254134822
802	0.5252503699
803	0.5251585168
804	0.525135623
805	0.5250534479
806	0.5248134075
807	0.5246096833
808	0.5245896596
809	0.5245804945
810	0.5244950151
811	0.52431332
812	0.5241123525
813	0.5240268326
814	0.5238542874
815	0.5237015775
816	0.5233427816
817	0.5232505923
818	0.5232386609
819	0.523208021
820	0.522960195
821	0.5227451585
822	0.5225898928
823	0.5224888284
824	0.5224297041
825	0.5223810191
826	0.5223384624
827	0.5221880083
828	0.5220123916
829	0.5219320281
830	0.5218311605
831	0.5217321011
832	0.5217068386
833	0.5216396964
834	0.5215959645
835	0.5215199651
836	0.5212355803
837	0.5208474887
838	0.5207630125
839	0.520609588
840	0.5204923765
841	0.5204707831
842	0.5204038873
843	0.5202262563
844	0.5202030873
845	0.5201028978
846	0.5199356418
847	0.5198601273
848	0.5197037996
849	0.5195481284
850	0.5194279032
851	0.5191950586
852	0.519116187
853	0.5190295473
854	0.5189871077
855	0.5188278702
856	0.5187181999
857	0.518600719
858	0.5184390435
859	0.5184322447
860	0.5183493954
861	0.5183360029
862	0.5182960175
863	0.5182227271
864	0.5181414249
865	0.5180809991
866	0.5179847732
867	0.517883756
868	0.5178750829
869	0.517844617
870	0.5177013355
871	0.5175883793
872	0.5175518271
873	0.5174543057
874	0.5174022905
875	0.5172614261
876	0.5169785606
877	0.5167526866
878	0.5166599934
879	0.5166017839
880	0.5165089069
881	0.5164032263
882	0.5163283871
883	0.5161853949
884	0.5160587438
885	0.5158980865
886	0.5158370951
887	0.515733421
888	0.5156810416
889	0.5156318001
890	0.5155377701
891	0.5153395416
892	0.5152501414
893	0.5152190826
894	0.5151117555
895	0.5151014867
896	0.5150054874
897	0.5149496103
898	0.5148415228
899	0.5146880674
900	0.514484922
901	0.514364989
902	0.5142703739
903	0.5141720807
904	0.5138581171
905	0.5137243963
906	0.5135093801
907	0.5134695286
908	0.5133622474
909	0.5133141967
910	0.5131930673
911	0.5130370276
912	0.5128583398
913	0.5127529035
914	0.5124981678
915	0.5122788543
916	0.5122732151
917	0.5122109978
918	0.5120539306
919	0.511979074
920	0.51188205
921	0.5117968744
922	0.51168108
923	0.5116737851
924	0.5115800942
925	0.5114678464
926	0.5113551924
927	0.511022958
928	0.5108384255
929	0.5107522358
930	0.5104942105
931	0.5103473022
932	0.5102533061
933	0.5101679867
934	0.5101090697
935	0.51004371
936	0.5099841062
937	0.5099613682
938	0.5099114133
939	0.5098937201
940	0.509744348
941	0.5095027898
942	0.5094897242
943	0.5094512942
944	0.5094398807
945	0.5091359766
946	0.5089759846
947	0.5089259697
948	0.5088717601
949	0.5087963131
950	0.5087627651
951	0.5087539436
952	0.5085299002
953	0.5083869867
954	0.5082809007
955	0.5082468789
956	0.5080608247
957	0.5079479668
958	0.5079247369
959	0.5077783491
960	0.5076646857
961	0.5075239137
962	0.5074883546
963	0.5074310507
964	0.5072315142
965	0.5070585457
966	0.5070147365
967	0.5070092603
968	0.5069161649
969	0.5068556353
970	0.5067251367
971	0.5066818041
972	0.5065652343
973	0.5065327189
974	0.5063235815
975	0.5062304047
976	0.5061844682
977	0.5060265008
978	0.5060002317
979	0.5059538698
980	0.5058770031
981	0.5058057262
982	0.5057684538
983	0.5056046737
984	0.505548395
985	0.5055073455
986	0.5053377261
987	0.5051405679
988	0.5051303926
989	0.5048743445
990	0.5047426033
991	0.5046172901
992	0.5045833786
993	0.504533556
994	0.5044459769
995	0.5043105324
996	0.5041832047
997	0.5040352673
998	0.5037985623
999	0.5034928953
